kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
11070017,Taman Jatibaru Sgt Bengkel,Jl Jatibaru Sgt Bengkel,Jakarta Pusat,Gambir,,157,Taman Lingkungan
11070004,Taman Batanghari Sgt,Jl Batanghari Sgt,Jakarta Pusat,Gambir,,61,Taman Lingkungan
11070025,Taman Petojo Sabangan VI,Jl. Petojo Sabangan VI,Jakarta Pusat,Gambir,,362.9,Taman Lingkungan
11070010,Taman Thomas,Jl Cideng timur raya,Jakarta Pusat,Gambir,,262.3,Taman Lingkungan
31010023,REFUNGSI SPBU NO. 32-10102 Jl.Tanah Abang Timur (ABRI),Jl.Tanah Abang Timur (ABRI),Jakarta Pusat,Gambir,,700,Taman Lingkungan
11070043,Taman Jatibaru FO Lampu Merah Kanan,Jl. Jatibaru Raya,Jakarta Pusat,Gambir,,368,Taman Lingkungan
11070011,Taman Cilamaya,Jl Cilamaya,Jakarta Pusat,Gambir,Cideng,829,Taman Lingkungan
811070011,Taman Kota Baru,Jl. Biak,Jakarta Pusat,Gambir,Cideng,1846,Taman Lingkungan
11070019,Taman Jatibaru I,Jl. Jatibaru I (Sgt Komplek),Jakarta Pusat,Gambir,Cideng,228,Taman Lingkungan
11070006,Taman Biak Musi,Jl Biak Musi,Jakarta Pusat,Gambir,Cideng,348.7,Taman Lingkungan
11070002,Taman Batanghari III,Jl. Batang Hari III,Jakarta Pusat,Gambir,Cideng,639.8,Taman Lingkungan
11070012,Taman Cimanuk,Jl Ciujung,Jakarta Pusat,Gambir,Cideng,371.9,Taman Lingkungan
11070038,Taman Tomang Jembatan,Jl Tomang Jembatan,Jakarta Pusat,Gambir,Cideng,2702,Taman Lingkungan
11070020,Taman Jatibaru Sgt (St Kudus),Jl Cideng Barat Dalam,Jakarta Pusat,Gambir,Cideng,218,Taman Lingkungan
11070007,Taman Brantas,Jl Brantas,Jakarta Pusat,Gambir,Cideng,1511,Taman Lingkungan
11070035,Taman Ternate,Jl Kota Baru,Jakarta Pusat,Gambir,Cideng,1850,Taman Lingkungan
11070018,Taman Jatibaru SGT FO,Jl Jatibaru Raya,Jakarta Pusat,Gambir,Cideng,1118,Taman Lingkungan
11070005,Taman Biak Ex SPBU,Jl Biak Ex SPBU,Jakarta Pusat,Gambir,Cideng,627,Taman Lingkungan
11070003,Taman Batanghari I,Jl Batanghari I,Jakarta Pusat,Gambir,Cideng,514.5,Taman Lingkungan
11070013,Taman Citarum Komplek DPU,Jl Citarum,Jakarta Pusat,Gambir,Cideng,325.9,Taman Lingkungan
11070001,Taman Batanghari,Jl Batanghari,Jakarta Pusat,Gambir,Cideng,1000,Taman Lingkungan
11070028,Taman Petojo Selatan XI,Jl Petojo Selatan XI,Jakarta Pusat,Gambir,Cideng,1014.9,Taman Lingkungan
11070015,Taman Duri Pulo,Jl.Petojo Barat 5,Jakarta Pusat,Gambir,Duri Pulo,2252,Taman Lingkungan
821070046,Taman Ged. Kel. Duri Pulo,Jl. Duri Pulo,Jakarta Pusat,Gambir,Duri Pulo,2267,Taman Lingkungan
31010002,Taman Eks SPBU No.31-10302 Jl.Tanah Abang Timur (Swasta),Jl.Tanah Abang Timur,Jakarta Pusat,Gambir,Gambir,786,Taman Lingkungan
11070037,Taman Tidore,Jl Tidore,Jakarta Pusat,Gambir,Gambir,2706.07,Taman Lingkungan
11070014,Taman DDN (Samping Rel),Jl Veteran,Jakarta Pusat,Gambir,Gambir,684,Taman Lingkungan
11070044,Taman Chairil Anwar,Jl. Merdeka Utara,Jakarta Pusat,Gambir,Gambir,1557.8,Taman Lingkungan
811070019,Taman Segitiga Komplek,Jl. Tanah Abang,Jakarta Pusat,Gambir,Gambir,218,Taman Lingkungan
811070028,Taman Pulo-pulo Pecenongan,Jl. Pecenongan Raya,Jakarta Pusat,Gambir,Kebon Kelapa,30,Taman Lingkungan
11070032,Taman Tanah Abang III Sgt,Jl Tanah Abang III Sgt,Jakarta Pusat,Gambir,Petojo Selatan,81.2,Taman Lingkungan
11070029,Taman Tanah Abang I,Jl Tanah Abang I,Jakarta Pusat,Gambir,Petojo Selatan,879,Taman Lingkungan
21070062,JH Museum,Jl Museum,Jakarta Pusat,Gambir,Petojo Selatan,889,Taman Lingkungan
811070016,Taman Petojo Sabangan VII,Jl. Petojo Sabangan VII,Jakarta Pusat,Gambir,Petojo Selatan,32287,Taman Lingkungan
11070042,Taman Petojo Selatan IX,Jl Petojo Selatan IX,Jakarta Pusat,Gambir,Petojo Selatan,435,Taman Lingkungan
11070033,Taman Tanah Abang Timur,Jl Tanah Abang Timur,Jakarta Pusat,Gambir,Petojo Selatan,3470,Taman Lingkungan
11070031,Taman Tanah Abang III,Jl Tanah Abang III,Jakarta Pusat,Gambir,Petojo Selatan,964,Taman Lingkungan
811070021,Taman Petojo Utara I,Jl. Petojo Utara,Jakarta Pusat,Gambir,Petojo Utara,300,Taman Lingkungan
811070023,Taman Petojo Selatan 2,Jl. Petojo Selatan II,Jakarta Pusat,Gambir,Petojo Utara,1135,Taman Lingkungan
11070023,Taman Pejambon,Jl Pejambon,Jakarta Pusat,Gambir,Senen,805.1,Taman Lingkungan
11041012,Taman Rawa Selatan II Rw 04,Jl Rawa Selatan II,Jakarta Pusat,Johar Baru,,444,Taman Lingkungan
811041011,Taman Galur,Jl. Suprapto,Jakarta Pusat,Johar Baru,Galur,1000,Taman Lingkungan
811041009,Taman Gembrong,Jl. Kwista,Jakarta Pusat,Johar Baru,Galur,1000,Taman Lingkungan
11041014,Taman Rawa Tengah Rw 07,Jl Rawa Tengah Rw 07,Jakarta Pusat,Johar Baru,Galur,315,Taman Lingkungan
811041010,Taman Rawa Tengah,Jl. Rawa Selatan III,Jakarta Pusat,Johar Baru,Galur,1000,Taman Lingkungan
811041002,Taman Segitiga Sentiong,Jl. Kramat Raya,Jakarta Pusat,Johar Baru,Johar Baru,629,Taman Lingkungan
11041015,Taman Percetakan Negara II Gg.UU,Jl Percetakan Negara Gg. UU,Jakarta Pusat,Johar Baru,Johar Baru,153,Taman Lingkungan
811041007,Taman Kecamatan (Tanah Tinggi),Jl. Johar Baru Utara,Jakarta Pusat,Johar Baru,Johar Baru,2500,Taman Lingkungan
11041009,Taman Sentiong,Jl Sentiong,Jakarta Pusat,Johar Baru,Johar Baru,396,Taman Lingkungan
811041005,Taman Perc Negara,Jl. Perc Negara,Jakarta Pusat,Johar Baru,Johar Baru,1000,Taman Lingkungan
11041006,Taman Kramat Jaya Baru V,Jl Kramat Jaya Baru V,Jakarta Pusat,Johar Baru,Johar Baru,517,Taman Lingkungan
811041003,Taman Krajaba V,Jl. Krajaba V,Jakarta Pusat,Johar Baru,Johar Baru,501.86,Taman Lingkungan
811041008,Taman Komp Perc Negara,Jl.Perc Negara,Jakarta Pusat,Johar Baru,Johar Baru,1000,Taman Lingkungan
831041001,Taman Rw. 002 (SDN 13),Jl. Galur Selatan,Jakarta Pusat,Johar Baru,Johar Baru,484,Taman Lingkungan
811041006,Taman Gang UU,Jl. Percetakan Negara II,Jakarta Pusat,Johar Baru,Johar Baru,215,Taman Lingkungan
11041008,Taman Putra Pandawa,Jl Arjuna,Jakarta Pusat,Johar Baru,Johar Baru,1094,Taman Lingkungan
811041016,Taman Kali Pulo Gundul Selatan,Jl. Pulo Gundul,Jakarta Pusat,Johar Baru,Johar Baru,666,Taman Lingkungan
811041004,Taman Jati Baru Utara I,Jl. Jati Baru Utarta I,Jakarta Pusat,Johar Baru,Johar Baru,153,Taman Lingkungan
11041004,Taman Johar Baru Utara I,Jl Johar Baru Utara I,Jakarta Pusat,Johar Baru,Johar Baru,214,Taman Lingkungan
11041013,Taman Rawa Selatan II Rw 05,Jl Rawa Selatan II,Jakarta Pusat,Johar Baru,Kampung Rawa,210,Taman Lingkungan
11041011,Taman Babusalam,Jl Babusalam,Jakarta Pusat,Johar Baru,Kampung Rawa,344,Taman Lingkungan
811041012,Taman Rasela I,Jl. Rawa Selatan I,Jakarta Pusat,Johar Baru,Kampung Rawa,1000,Taman Lingkungan
811041013,Taman Rasela II,Jl. Rawa Selatan II,Jakarta Pusat,Johar Baru,Kampung Rawa,455,Taman Lingkungan
11041001,Taman Abimanyu,Jl Abimanyu,Jakarta Pusat,Johar Baru,Tanah Tinggi,884,Taman Lingkungan
831041004,Taman Kali Pulo Gundul Utara,Jl. Pulo Gundul,Jakarta Pusat,Johar Baru,Tanah Tinggi,228,Taman Lingkungan
811041015,Taman Ex Tanah Tinggi,Jl. Baladewa,Jakarta Pusat,Johar Baru,Tanah Tinggi,614,Taman Lingkungan
11041002,Taman Galur Ex Kebakaran,Jl Galur Selatan,Jakarta Pusat,Johar Baru,Tanah Tinggi,176,Taman Lingkungan
11041010,Taman Ex Kelurahan Tanah Tinggi,Jl Tanah Tinggi,Jakarta Pusat,Johar Baru,Tanah Tinggi,735,Taman Lingkungan
851041002,Taman Putra Pendawa (Tanah Tinggi A),Jl. Putra Pandawa,Jakarta Pusat,Johar Baru,Tanah Tinggi,1100,Taman Lingkungan
931050002,Taman Harapan Mulya Rw 05,Jl. Harapan Mulya Rw 05,Jakarta Pusat,Kemayoran,,915,Taman Lingkungan
11050008,Taman Serdang,Jl Serdang,Jakarta Pusat,Kemayoran,Serdang,703,Taman Lingkungan
811050011,Taman Taruna,Jl. Taruna,Jakarta Pusat,Kemayoran,Serdang,346,Taman Lingkungan
11050005,Taman Mutiara,Jl Mutiara,Jakarta Pusat,Kemayoran,Sumur Batu,1234,Taman Lingkungan
811050009,"Taman Sari Ayu , ex TPU","Jl. Sari Ayu , ex TPU",Jakarta Pusat,Kemayoran,Sumur Batu,734.32,Taman Lingkungan
811050001,Taman Sumur Batu,Jl. Sumur Batu,Jakarta Pusat,Kemayoran,Sumur Batu,518.91,Taman Lingkungan
11050006,Taman Pirus,Jl Pirus,Jakarta Pusat,Kemayoran,Sumur Batu,1335,Taman Lingkungan
11050003,Taman Intan,Jl. Intan Raya,Jakarta Pusat,Kemayoran,Sumur Batu,672.8,Taman Lingkungan
811050002,Taman Sumur Batu Dep. STaman,Jl. Sumur Batu,Jakarta Pusat,Kemayoran,Sumur Batu,100.05,Taman Lingkungan
11050012,Taman Topaz,Jl Tm Topas,Jakarta Pusat,Kemayoran,Sumur Batu,563,Taman Lingkungan
11050007,Taman Roket,Jl Granat,Jakarta Pusat,Kemayoran,Sumur Batu,666,Taman Lingkungan
11050004,Taman Mortir,Jl Taman Mortir,Jakarta Pusat,Kemayoran,Sumur Batu,741,Taman Lingkungan
11020013,Taman Kediri,Jl Kedriri,Jakarta Pusat,Menteng,,439,Taman Lingkungan
31010009,REFUNGSI SPBU NO. 34-10302 Jl.Sumenep,Jl.Sumenep,Jakarta Pusat,Menteng,,1530,Taman Lingkungan
11020047,Taman Tanjung,Jl Tanjung,Jakarta Pusat,Menteng,,262,Taman Lingkungan
11020074,Taman Tani Sgt (Wakhid Hasyim),Jl. Tani Sgt,Jakarta Pusat,Menteng,,61,Taman Lingkungan
11020062,Taman Blitar,JL. Blitar,Jakarta Pusat,Menteng,,471,Taman Lingkungan
11020004,Taman Anyer,Jl Anyer,Jakarta Pusat,Menteng,,487,Taman Lingkungan
11020065,Taman Probolinggo Trapesium,Jl Probolinggo,Jakarta Pusat,Menteng,Cikini,327,Taman Lingkungan
11020080,Taman Sgt Cikini ( Dpn Golkar ),Jl. Pegangsaan Barat,Jakarta Pusat,Menteng,Cikini,2012.7,Taman Lingkungan
11020063,Taman Probolinggo Sgt II,Jl. Probolinggi Sgt II,Jakarta Pusat,Menteng,Cikini,16,Taman Lingkungan
851020001,Taman Ismail Marzuki,Jl. Cikini Raya,Jakarta Pusat,Menteng,Cikini,1072,Taman Lingkungan
11020051,Taman Kali Pasir,Jl. Kali Pasir,Jakarta Pusat,Menteng,Cikini,84.1,Taman Lingkungan
11020071,Taman Cikini Sgt I,Jl. Cikini Sgt I,Jakarta Pusat,Menteng,Cikini,390.5,Taman Lingkungan
11020057,Taman Cikini,Jl Cikini,Jakarta Pusat,Menteng,Cikini,220,Taman Lingkungan
811020037,Taman Teuku Umar Segitiga (Imigrasi),Jl. Teuku Umar,Jakarta Pusat,Menteng,Gondangdia,151.2,Taman Lingkungan
11020067,Taman Cendana,Jl. Cendana,Jakarta Pusat,Menteng,Gondangdia,90.1,Taman Lingkungan
11020055,Taman Teuku Umar Sgt II,Jl. Teuku Umar Sgt II,Jakarta Pusat,Menteng,Gondangdia,95.3,Taman Lingkungan
11020082,Taman Maluku,Jl. Maluku,Jakarta Pusat,Menteng,Gondangdia,144.3,Taman Lingkungan
811020035,Taman Teuku Umar Segitiga,Jl. Teuku Umar,Jakarta Pusat,Menteng,Gondangdia,113.1,Taman Lingkungan
811020032,Taman Boplo Mesjid,Jl. Sarikaya,Jakarta Pusat,Menteng,Gondangdia,40.24,Taman Lingkungan
11020050,Taman Gssy Ratulangi,Jl. Gssy Ratulangi,Jakarta Pusat,Menteng,Gondangdia,128.1,Taman Lingkungan
811020047,Taman Sgtg Sumatra,Jl. Sumatra,Jakarta Pusat,Menteng,Gondangdia,1000,Taman Lingkungan
811020027,Taman Jawa Segitiga,Jl. Jawa,Jakarta Pusat,Menteng,Gondangdia,150,Taman Lingkungan
11020060,Taman Agus Salim Bunderan,Jl. Agus Salim/Irian,Jakarta Pusat,Menteng,Gondangdia,779.7,Taman Lingkungan
811020044,Taman Dibwh Rel KA Layang Pegangsaan Brt,Jl. Probolinggo,Jakarta Pusat,Menteng,Gondangdia,1000,Taman Lingkungan
11020058,Taman Theresia,Jl Theresia / Sumatera,Jakarta Pusat,Menteng,Gondangdia,134.6,Taman Lingkungan
11020043,Taman Theresia Sgt I,Jl Theresia,Jakarta Pusat,Menteng,Gondangdia,197.5,Taman Lingkungan
811020038,Taman Boplo Pasar,Jl. Sarikaya,Jakarta Pusat,Menteng,Gondangdia,64.49,Taman Lingkungan
11020056,Taman Cut Nyak Dien Sgt,Jl. Cut Nyak Dien Sgt II,Jakarta Pusat,Menteng,Gondangdia,216.9,Taman Lingkungan
811020036,Taman Teuku Umar Pulau-pulau,Jl. Teuku Umar,Jakarta Pusat,Menteng,Gondangdia,152.68,Taman Lingkungan
11020011,Taman Cut Mutiah,Jl Cut Mutiah,Jakarta Pusat,Menteng,Gondangdia,287.5,Taman Lingkungan
11020081,Taman Rasamala,Jl. Rasamala,Jakarta Pusat,Menteng,Gondangdia,221,Taman Lingkungan
811020034,Taman Bunderan Air Mancur,Jl. Teuku Umar,Jakarta Pusat,Menteng,Gondangdia,1263,Taman Lingkungan
11020064,Taman Kemiri,Jl. Kemiri,Jakarta Pusat,Menteng,Gondangdia,58,Taman Lingkungan
11020009,Taman Cemara,Jl. Cemara,Jakarta Pusat,Menteng,Gondangdia,123,Taman Lingkungan
811020028,Taman Segitiga Jawa,Jl. Jusuf Adiwinata,Jakarta Pusat,Menteng,Gondangdia,200,Taman Lingkungan
811020026,Taman Gereja Theresia Segitiga,Jl. Gereja Theresia,Jakarta Pusat,Menteng,Gondangdia,140,Taman Lingkungan
11020044,Taman Yusuf Adiwinata,Jl Yusuf Adiwinata,Jakarta Pusat,Menteng,Gondangdia,196.3,Taman Lingkungan
11020002,Taman Agus Salim Sgt,Jl Agus Salim Sgt,Jakarta Pusat,Menteng,Gondangdia,406.5,Taman Lingkungan
811020039,Taman Syam Ratulangi Segitiga,Jl. Syam Ratulangi,Jakarta Pusat,Menteng,Gondangdia,30,Taman Lingkungan
831020004,Taman Kali Ciliwung (Kbn Sirih),Samping Gedung BMG,Jakarta Pusat,Menteng,Kebon Sirih,3000,Taman Lingkungan
831020001,Taman Kali Ciliwung (Menteng),Jl. Tepian Kali Ciliwung,Jakarta Pusat,Menteng,Kebon Sirih,883,Taman Lingkungan
11020083,Taman Patung Tani,Jl. Prapatan,Jakarta Pusat,Menteng,Kebon Sirih,9818,Taman Lingkungan
21020025,JH Kebon Sirih Raya,Jl Kebon Sirih,Jakarta Pusat,Menteng,Kebon Sirih,9448,Taman Lingkungan
811020016,Taman Kedutaan Jerman Segitiga,Jl. Jend. Sudirman,Jakarta Pusat,Menteng,Menteng,496,Taman Lingkungan
11020039,Taman Sunda Kelapa,Jl Sunda Kelapa,Jakarta Pusat,Menteng,Menteng,120.5,Taman Lingkungan
811020013,Taman Pegangsaan Barat,Jl. Pegangsaan Barat,Jakarta Pusat,Menteng,Menteng,54.19,Taman Lingkungan
11020053,Taman Surabaya Sgt II,Jl. Surabaya Sgt II,Jakarta Pusat,Menteng,Menteng,112,Taman Lingkungan
11020036,Taman Situbondo (Kodok),Jl Situbondo,Jakarta Pusat,Menteng,Menteng,2938,Taman Lingkungan
11020010,Taman Cilacap,Jl Cilacap,Jakarta Pusat,Menteng,Menteng,371,Taman Lingkungan
811020050,Taman Salatiga,Jl. Salatiga,Jakarta Pusat,Menteng,Menteng,251,Taman Lingkungan
811020010,Taman Kudus,Jl. Kudus,Jakarta Pusat,Menteng,Menteng,491,Taman Lingkungan
11020030,Taman Probolinggo,Jl. Probolinggo,Jakarta Pusat,Menteng,Menteng,1982.1,Taman Lingkungan
11020078,Taman Piaduk Laturharhary,Jl. Purworejo,Jakarta Pusat,Menteng,Menteng,4250,Taman Lingkungan
11020021,Taman Lawang Sgt II,Jl Lawang Sgt II,Jakarta Pusat,Menteng,Menteng,50.6,Taman Lingkungan
11020019,Taman Latuharhary Sgt,Jl Latuharhary Sgt,Jakarta Pusat,Menteng,Menteng,57.6,Taman Lingkungan
11020070,Taman IZZI,Jl. IZZI,Jakarta Pusat,Menteng,Menteng,154.6,Taman Lingkungan
11020014,Taman Kedutaan German,Jl M.H. Thamrin,Jakarta Pusat,Menteng,Menteng,305.7,Taman Lingkungan
811020014,Taman Karawang,Jl. Karawang,Jakarta Pusat,Menteng,Menteng,331.8,Taman Lingkungan
11020066,Taman Sunda Kelapa Sgt II,Jl. Sunda Kelapa Sgt II,Jakarta Pusat,Menteng,Menteng,18,Taman Lingkungan
31010001,Taman Eks SPBU No.31-10301 Jl.Diponegoro,Jl.Diponegoro,Jakarta Pusat,Menteng,Menteng,941,Taman Lingkungan
11020038,Taman Sukabumi,Jl Sukabumi,Jakarta Pusat,Menteng,Menteng,2337,Taman Lingkungan
811020051,Taman Panarukan,Jl. Panarukan,Jakarta Pusat,Menteng,Menteng,963,Taman Lingkungan
811020012,Taman Pasuruan/Semarang,Jl. Semarang,Jakarta Pusat,Menteng,Menteng,398,Taman Lingkungan
11020033,Taman Sawo,Jl Sawo,Jakarta Pusat,Menteng,Menteng,536,Taman Lingkungan
11020079,Taman Megaria Ex Polisi,Jl. Cikini,Jakarta Pusat,Menteng,Menteng,1707,Taman Lingkungan
811020007,Taman Lumajang,Jl. Lumajang,Jakarta Pusat,Menteng,Menteng,2916,Taman Lingkungan
11020026,Taman Kartini,Jl. Imam Bonjol,Jakarta Pusat,Menteng,Menteng,2566.7,Taman Lingkungan
11020077,Taman Latuharhary,Jl. Latuharhary,Jakarta Pusat,Menteng,Menteng,1676,Taman Lingkungan
811020046,Taman Sgtg Menteng Raya,Jl. Menteng Raya,Jakarta Pusat,Menteng,Menteng,1000,Taman Lingkungan
11020059,Taman Pekalongan,Jl Pekalongan,Jakarta Pusat,Menteng,Menteng,98.8,Taman Lingkungan
11020020,Taman Lawang,Jl Tm Lawang,Jakarta Pusat,Menteng,Menteng,752,Taman Lingkungan
11020075,Taman Sukabumi Sgt,Jl Sukabumi Sgt,Jakarta Pusat,Menteng,Menteng,55.3,Taman Lingkungan
11020042,Taman Teuku Umar,Jl Teuku Umar,Jakarta Pusat,Menteng,Menteng,1068,Taman Lingkungan
11020017,Taman Kimia Sgt,Jl Kimia Sgt,Jakarta Pusat,Menteng,Pegangsaan,35.7,Taman Lingkungan
11020072,Taman Megaria Sgt II,Jl. Megaria Sgt II,Jakarta Pusat,Menteng,Pegangsaan,75,Taman Lingkungan
11020005,Taman Bonang,Jl Bonang,Jakarta Pusat,Menteng,Pegangsaan,433.8,Taman Lingkungan
11020003,Taman Amir Hamzah,Jl Amir Hamzah,Jakarta Pusat,Menteng,Pegangsaan,3480,Taman Lingkungan
11020076,Taman Matraman Sgt,Jl Matraman Sgt,Jakarta Pusat,Menteng,Pegangsaan,107.1,Taman Lingkungan
811020023,Taman Penataran,Jl. Penataran,Jakarta Pusat,Menteng,Pegangsaan,591.57,Taman Lingkungan
811020020,Taman Kimia,Jl Kimia I,Jakarta Pusat,Menteng,Pegangsaan,651,Taman Lingkungan
11020041,Taman Tambak Ujung,Jl. Tambak,Jakarta Pusat,Menteng,Pegangsaan,655,Taman Lingkungan
11020054,Taman Tambak II,Jl. Tambak II,Jakarta Pusat,Menteng,Pegangsaan,94,Taman Lingkungan
811020048,Taman Monumen Perjuangan,Jl. Proklamasi,Jakarta Pusat,Menteng,Pegangsaan,22383,Taman Lingkungan
11020049,Taman Megaria,Jl Megaria,Jakarta Pusat,Menteng,Pegangsaan,113,Taman Lingkungan
831020002,Taman Kali Ciliwung (Pegangsaan A),Jl. Kimia,Jakarta Pusat,Menteng,Pegangsaan,593,Taman Lingkungan
811020021,Taman Matraman Dalam (Pegangsaan),Jl. Matraman Dalam,Jakarta Pusat,Menteng,Pegangsaan,50,Taman Lingkungan
11060006,Taman Rajawali Selatan (Pos Po,Jl Rajawali Selatan,Jakarta Pusat,Sawah Besar,,144,Taman Lingkungan
11060024,Taman Mangga Dua Dalam,Jl Mangga Dua Dalam,Jakarta Pusat,Sawah Besar,,1000,Taman Lingkungan
11060004,Taman Jayakarta P. Sgt,Jl Jayakarta,Jakarta Pusat,Sawah Besar,,1002,Taman Lingkungan
11060009,Taman Kali Lio ( Dp Depkeu ),Jl. Kali Lio,Jakarta Pusat,Sawah Besar,Pasar Baru,387,Taman Lingkungan
31010024,"REFUNGSI SPBU NO. 32-10701 Jl.Wahidin,Dr (ABRI)","Jl.Wahidin,Dr (ABRI)",Jakarta Pusat,Sawah Besar,Pasar Baru,1000,Taman Lingkungan
811060002,Taman Segitiga Istiqlal,Jl. Gereja Katherdal,Jakarta Pusat,Sawah Besar,Pasar Baru,390,Taman Lingkungan
11060003,Taman Masjid Istiqlal,Jl Lapangan Banteng Barat,Jakarta Pusat,Sawah Besar,Pasar Baru,1000,Taman Lingkungan
11060001,Taman Adipura Kencana,Jl Katedral,Jakarta Pusat,Sawah Besar,Pasar Baru,218,Taman Lingkungan
11060008,Taman Dr Wahidin,Jl Dr Wahidin,Jakarta Pusat,Sawah Besar,Pasar Baru,1141,Taman Lingkungan
31010012,"REFUNGSI SPBU NO. 34-10601 Jl.Wahidin,Dr (Swasta)","Jl.Wahidin,Dr (Swasta)",Jakarta Pusat,Sawah Besar,Pasar Baru,1124,Taman Lingkungan
811060005,Taman Istiqlal,Jl. Pos,Jakarta Pusat,Sawah Besar,Pasar Baru,608,Taman Lingkungan
11060002,Taman Industri sgt,Jl Industri,Jakarta Pusat,Sawah Besar,Pasar Baru,244,Taman Lingkungan
11030013,Taman Matraman Fly Over,Jl Matraman,Jakarta Pusat,Senen,,629,Taman Lingkungan
11030022,Taman Sentiong Ujung,Jl Sentiong Ujung,Jakarta Pusat,Senen,,356,Taman Lingkungan
11030002,Taman Depan GPRS,Jl Stasiun Senen,Jakarta Pusat,Senen,,250,Taman Lingkungan
31010010,REFUNGSI SPBU NO. 34-10303 Jl.Kwitang Raya (Sisi Barat),Jl.Kwitang Raya (Sisi Barat),Jakarta Pusat,Senen,,730,Taman Lingkungan
11030006,Taman Kecamatan Ktr,Jl Stasiun Senen,Jakarta Pusat,Senen,,43,Taman Lingkungan
11030011,Taman Kwitang Timur,Jl Kwitang Timur,Jakarta Pusat,Senen,Bungur,264,Taman Lingkungan
11030012,Taman Kwitang Timur Ujung,Jl Kwitang Timur,Jakarta Pusat,Senen,Bungur,236,Taman Lingkungan
11030016,Taman Mencos Eks Pasar,Jl Salemba Tengah,Jakarta Pusat,Senen,Gelora,360,Taman Lingkungan
11030023,Taman Tongkang,Jl Tongkang,Jakarta Pusat,Senen,Gelora,1000,Taman Lingkungan
811030001,Taman Segitiga Jl. Raden Saleh,Jl. Rd. Saleh Samping Bank,Jakarta Pusat,Senen,Kenari,250,Taman Lingkungan
811030002,Taman Matraman Dalam (Kenari),Jl. Rd. Saleh Bel. Depsos,Jakarta Pusat,Senen,Kenari,336,Taman Lingkungan
11030015,Taman MCK RW 01,Jl Inspeksi,Jakarta Pusat,Senen,Kenari,148,Taman Lingkungan
11030025,Taman Perpus Nasional Salemba,Jl Salemba,Jakarta Pusat,Senen,Kramat,1000,Taman Lingkungan
31010011,Taman Eks SPBU No.34-10304 Jl.Kwitang Raya (Sisi Timur),Jl.Kwitang Raya (Sisi Timur),Jakarta Pusat,Senen,Kwitang,1050,Taman Lingkungan
11030004,Taman Gunung Agung,Jl Kwitang,Jakarta Pusat,Senen,Kwitang,9341,Taman Lingkungan
11030010,Taman Kwitang Pinggir Kali,Jl Kwitang,Jakarta Pusat,Senen,Kwitang,1000,Taman Lingkungan
11030003,Taman Eks Terminal Metro,Jl Eks Terminal Metro,Jakarta Pusat,Senen,Kwitang,1000,Taman Lingkungan
811030004,Taman Mencos,Jl. Percetakan Negara,Jakarta Pusat,Senen,Paseban,680,Taman Lingkungan
11030018,Taman Paseban Dalam,Jl. Paseban Dalam,Jakarta Pusat,Senen,Paseban,3933,Taman Lingkungan
11030017,Taman Mencos Sgt,Jl Salemba tengah,Jakarta Pusat,Senen,Paseban,639,Taman Lingkungan
11030001,Taman Abdurahman saleh,Jl Abdurrahman Saleh,Jakarta Pusat,Senen,Senen,284,Taman Lingkungan
11030024,Taman Senen Raya,Jl Senen Raya,Jakarta Pusat,Senen,Senen,220,Taman Lingkungan
11030009,Taman Kwini I,Jl Kwini I,Jakarta Pusat,Senen,Senen,1600,Taman Lingkungan
11030007,Taman Kramat Bunder,Jl Kramat Bunder,Jakarta Pusat,Senen,Senen,294,Taman Lingkungan
811030014,Taman Komp Kec Senen,Jl. Angkasa,Jakarta Pusat,Senen,Senen,200,Taman Lingkungan
11030014,Taman Matraman Segitiga,Jl Matraman Segitiga,Jakarta Pusat,Senen,Senen,336,Taman Lingkungan
811030011,Taman Segitiga Atrium,Jl. Senen Raya,Jakarta Pusat,Senen,Senen,330,Taman Lingkungan
11030019,Taman Balai Pustaka,Jl. Kali Lio,Jakarta Pusat,Senen,Senen,345,Taman Lingkungan
11030008,Taman Kramat Lontar III,Jl Kramat Lontar III,Jakarta Pusat,Senen,Senen,2037,Taman Lingkungan
811030016,Taman FO Senen,Jl. Kramat Raya,Jakarta Pusat,Senen,Senen,1494,Taman Lingkungan
811030012,Taman Gelanggang Remaja,Jl. Raya Galur,Jakarta Pusat,Senen,Senen,220,Taman Lingkungan
11010037,Taman Tanah Abang II,Jl Tanah Abang II,Jakarta Pusat,Tanah Abang,,210,Taman Lingkungan
11010038,Taman Zainal Arifin,Jl Zainal Arifin,Jakarta Pusat,Tanah Abang,,8,Taman Lingkungan
31010014,REFUNGSI SPBU NO. 34-12101 Jl.Jend.Sudirman (Sisi Barat/Hilton),Jl.Jend.Sudirman (Sisi Barat/Hilton),Jakarta Pusat,Tanah Abang,,2544,Taman Lingkungan
11010027,Taman Rawa Pening,JL Taman Rawa Pening,Jakarta Pusat,Tanah Abang,,892,Taman Lingkungan
11010017,Taman Kampung Bali Sgt,Jl Kampung Bali,Jakarta Pusat,Tanah Abang,,377,Taman Lingkungan
11010001,Taman Al Hidayah,Jl Taman Al Hidayah,Jakarta Pusat,Tanah Abang,Bendungan Hilir,1867,Taman Lingkungan
811010015,Taman Danau Dampelas,Jl. Danau Dampelas,Jakarta Pusat,Tanah Abang,Bendungan Hilir,1272,Taman Lingkungan
